date,sales
2022-07-24,405.8613052457407
2022-07-25,402.1016593403751
2022-07-26,455.44684140739656
2022-07-27,405.5526515918835
2022-07-28,410.35564125238307
2022-07-29,427.90063651670414
2022-07-30,446.14282219322143
2022-07-31,429.4182562134381
2022-08-01,474.59989745289175
2022-08-02,417.5437035325862
2022-08-03,423.8433058485531
2022-08-04,423.82076780835627
2022-08-05,446.6575976746349
2022-08-06,427.7575354899898
2022-08-07,414.9528100443
2022-08-08,398.0009884109359
2022-08-09,421.5218993950389
2022-08-10,444.3513129736731
2022-08-11,407.8174823462929
2022-08-12,426.31420519280886
2022-08-13,420.37821005160464
2022-08-14,432.45546698601294
2022-08-15,398.8299049387841
2022-08-16,461.60809800471577
2022-08-17,388.8525668788331
2022-08-18,406.8960320028043
2022-08-19,432.75097858618545
2022-08-20,419.7168471874371
2022-08-21,430.18611445990314
2022-08-22,403.4798699734578
2022-08-23,411.73282311757157
2022-08-24,413.3122088124128
2022-08-25,444.303204107091
2022-08-26,426.58898385143823
2022-08-27,428.588334970824
2022-08-28,399.3831037217113
2022-08-29,431.81839625063975
2022-08-30,416.8640179345696
2022-08-31,440.0595898654009
2022-09-01,452.4949739208941
2022-09-02,406.028457842427
2022-09-03,404.0007516249209
2022-09-04,394.82211281015697
2022-09-05,409.2208936220421
2022-09-06,404.45483029253717
2022-09-07,419.30177426835917
2022-09-08,409.25029193523227
2022-09-09,404.95327901968324
2022-09-10,433.53439339865304
2022-09-11,393.5563930019705
2022-09-12,421.06143166059184
2022-09-13,404.3797640265345
2022-09-14,427.09942445351396
2022-09-15,440.44494551536957
2022-09-16,406.8196845931007
2022-09-17,421.8585839304483
2022-09-18,416.7844622031365
2022-09-19,397.4052966506079
2022-09-20,418.4091486232369
2022-09-21,419.59002543843496
2022-09-22,422.29385653200967
2022-09-23,410.3119353022825
2022-09-24,416.4219167848413
2022-09-25,391.8587255937645
2022-09-26,407.93628025200945
2022-09-27,426.52019920389444
2022-09-28,433.5675924239999
2022-09-29,407.6037867434007
2022-09-30,418.4911417198557
2022-10-01,421.31952038325176
2022-10-02,421.164461506327
2022-10-03,428.34155561890947
2022-10-04,381.57055761308914
2022-10-05,417.36644802383256
2022-10-06,423.56919710342106
2022-10-07,399.23226936572604
2022-10-08,453.1836721624682
2022-10-09,423.41492588719933
2022-10-10,451.9462848813359
2022-10-11,405.37680762984337
2022-10-12,403.5649297636755
2022-10-13,426.73417985544626
2022-10-14,389.22805929987425
2022-10-15,427.66826183866795
2022-10-16,425.89483067969
2022-10-17,444.85955616325435
2022-10-18,439.17712202338697
2022-10-19,417.430960520875
2022-10-20,404.46887767022423
2022-10-21,461.3172284704104
2022-10-22,411.89506189184294
2022-10-23,407.506945227596
2022-10-24,407.41413177653754
2022-10-25,452.16482105671776
2022-10-26,420.16171623027526
2022-10-27,416.2000749563328
2022-10-28,434.77573376129953
2022-10-29,428.6440316615489
2022-10-30,419.9951037005788
2022-10-31,449.4239065802587
2022-11-01,456.45030370899167
2022-11-02,455.66298418689576
2022-11-03,452.12025849962794
2022-11-04,445.67206149609115
2022-11-05,402.9517913310764
2022-11-06,472.71673897625794
2022-11-07,446.24570240115696
2022-11-08,453.25511512056664
2022-11-09,464.2890201154549
2022-11-10,471.56617172714147
2022-11-11,452.1878296196074
2022-11-12,453.46277542208986
2022-11-13,433.71041672726386
2022-11-14,447.31064333629
2022-11-15,430.5302907015876
2022-11-16,434.18991684019613
2022-11-17,431.7028142318021
2022-11-18,447.44957868132934
2022-11-19,472.5576670928616
2022-11-20,516.0108484642827
2022-11-21,457.40650556033063
2022-11-22,427.68282548036836
2022-11-23,480.9945445525559
2022-11-24,450.7320063872814
2022-11-25,444.5971295162633
2022-11-26,463.07651361605133
2022-11-27,435.14565102629354
2022-11-28,465.4942101827092
2022-11-29,460.3722114508443
2022-11-30,465.20981003046217
2022-12-01,471.9806434665954
2022-12-02,466.8195458330905
2022-12-03,466.92093763483217
2022-12-04,473.41180959430824
2022-12-05,477.1715160009237
2022-12-06,449.3782505717549
2022-12-07,442.558652078321
2022-12-08,471.082242160357
2022-12-09,444.8225333764187
2022-12-10,476.39559043290245
2022-12-11,494.5928564608811
2022-12-12,489.13811108429627
2022-12-13,457.2151881649225
2022-12-14,462.1605836547188
2022-12-15,487.12336916486237
2022-12-16,473.72692708672594
2022-12-17,476.61910054751877
2022-12-18,496.09319552726214
2022-12-19,465.6154794935802
2022-12-20,478.54570546943137
2022-12-21,471.7807252327044
2022-12-22,468.13429777320215
2022-12-23,473.0721231916897
2022-12-24,504.9817635163898
2022-12-25,493.68954209535883
2022-12-26,476.29206346816125
2022-12-27,490.4766592934121
2022-12-28,463.5469800854349
2022-12-29,482.8820696598835
2022-12-30,541.765526085901
2022-12-31,498.1951230066849
